,Credit_Mix
77971,Good
77972,Good
77973,Good
77974,Good
77975,Good
77976,Standard
77977,Standard
77978,Standard
77979,Standard
77980,Standard
77981,Standard
77982,Standard
77983,Standard
77984,Standard
77985,Standard
77986,Standard
77987,Standard
77988,Standard
77989,Standard
77990,Standard
77991,Standard
77992,Good
77993,Good
77994,Good
77995,Good
77996,Good
77997,Good
77998,Good
77999,Good
78000,Standard
78001,Standard
78002,Standard
78003,Standard
78004,Standard
78005,Standard
78006,Standard
78007,Standard
78008,Bad
78009,Bad
78010,Bad
78011,Bad
78012,Bad
78013,Bad
78014,Bad
78015,Bad
78016,Standard
78017,Standard
78018,Standard
78019,Standard
78020,Standard
78021,Standard
78022,Standard
78023,Standard
78024,Standard
78025,Standard
78026,Standard
78027,Standard
78028,Standard
78029,Standard
78030,Standard
78031,Standard
78032,Standard
78033,Standard
78034,Standard
78035,Standard
78036,Standard
78037,Standard
78038,Standard
78039,Standard
78040,Bad
78041,Bad
78042,Bad
78043,Bad
78044,Bad
78045,Bad
78046,Bad
78047,Bad
78048,Bad
78049,Bad
78050,Bad
78051,Bad
78052,Bad
78053,Bad
78054,Bad
78055,Bad
78056,Standard
78057,Standard
78058,Standard
78059,Standard
78060,Standard
78061,Standard
78062,Standard
78063,Standard
78064,Standard
78065,Standard
78066,Standard
78067,Standard
78068,Standard
78069,Standard
78070,Standard
78071,Standard
78072,Standard
78073,Standard
78074,Standard
78075,Standard
78076,Standard
78077,Standard
78078,Standard
78079,Standard
78080,Standard
78081,Standard
78082,Standard
78083,Standard
78084,Standard
78085,Standard
78086,Standard
78087,Standard
78088,Good
78089,Good
78090,Good
78091,Good
78092,Good
78093,Good
78094,Good
78095,Good
78096,Standard
78097,Standard
78098,Standard
78099,Standard
78100,Standard
78101,Standard
78102,Standard
78103,Standard
78104,Good
78105,Good
78106,Good
78107,Good
78108,Good
78109,Good
78110,Good
78111,Good
78112,Standard
78113,Standard
78114,Standard
78115,Standard
78116,Standard
78117,Standard
78118,Standard
78119,Standard
78120,Good
78121,Good
78122,Good
78123,Good
78124,Good
78125,Good
78126,Good
78127,Good
78128,Standard
78129,Standard
78130,Standard
78131,Standard
78132,Standard
78133,Standard
78134,Standard
78135,Standard
78136,Bad
78137,Bad
78138,Bad
78139,Bad
78140,Bad
78141,Bad
78142,Bad
78143,Bad
78144,Good
78145,Good
78146,Good
78147,Good
78148,Good
78149,Good
78150,Good
78151,Good
78152,Standard
78153,Standard
78154,Standard
78155,Standard
78156,Standard
78157,Standard
78158,Standard
78159,Standard
78160,Standard
78161,Standard
78162,Standard
78163,Standard
78164,Standard
78165,Standard
78166,Standard
78167,Standard
78168,Good
78169,Good
78170,Good
78171,Good
78172,Good
78173,Good
78174,Good
78175,Good
78176,Good
78177,Good
78178,Good
78179,Good
78180,Good
78181,Good
78182,Good
78183,Good
78184,Standard
78185,Standard
78186,Standard
78187,Standard
78188,Standard
78189,Standard
78190,Standard
78191,Standard
78192,Standard
78193,Standard
78194,Standard
78195,Standard
78196,Standard
78197,Standard
78198,Standard
78199,Standard
78200,Bad
78201,Bad
78202,Bad
78203,Bad
78204,Bad
78205,Bad
78206,Bad
78207,Bad
78208,Standard
78209,Standard
78210,Standard
78211,Standard
78212,Standard
78213,Standard
78214,Standard
78215,Standard
78216,Standard
78217,Standard
78218,Standard
78219,Standard
78220,Standard
78221,Standard
78222,Standard
78223,Standard
78224,Standard
78225,Standard
78226,Standard
78227,Standard
78228,Standard
78229,Standard
78230,Standard
78231,Standard
78232,Bad
78233,Bad
78234,Bad
78235,Bad
78236,Bad
78237,Bad
78238,Bad
78239,Bad
78240,Bad
78241,Bad
78242,Bad
78243,Bad
78244,Bad
78245,Bad
78246,Bad
78247,Bad
78248,Bad
78249,Bad
78250,Bad
78251,Bad
78252,Bad
78253,Bad
78254,Bad
78255,Bad
78256,Bad
78257,Bad
78258,Bad
78259,Bad
78260,Bad
78261,Bad
78262,Bad
78263,Bad
78264,Bad
78265,Bad
78266,Bad
78267,Bad
78268,Bad
78269,Bad
78270,Bad
78271,Bad
78272,Good
78273,Good
78274,Good
78275,Good
78276,Good
78277,Good
78278,Good
78279,Good
78280,Standard
78281,Standard
78282,Standard
78283,Standard
78284,Standard
78285,Standard
78286,Standard
78287,Standard
78288,Standard
78289,Standard
78290,Standard
78291,Standard
78292,Standard
78293,Standard
78294,Standard
78295,Standard
78296,Good
78297,Good
78298,Good
78299,Good
78300,Good
78301,Good
78302,Good
78303,Good
78304,Good
78305,Good
78306,Good
78307,Good
78308,Good
78309,Good
78310,Good
78311,Good
78312,Bad
78313,Bad
78314,Bad
78315,Bad
78316,Bad
78317,Bad
78318,Bad
78319,Bad
78320,Good
78321,Good
78322,Good
78323,Good
78324,Good
78325,Good
78326,Good
78327,Good
78328,Good
78329,Good
78330,Good
78331,Good
78332,Good
78333,Good
78334,Good
78335,Good
78336,Standard
78337,Standard
78338,Standard
78339,Standard
78340,Standard
78341,Standard
78342,Standard
78343,Standard
78344,Standard
78345,Standard
78346,Standard
78347,Standard
78348,Standard
78349,Standard
78350,Standard
78351,Standard
78352,Standard
78353,Standard
78354,Standard
78355,Standard
78356,Standard
78357,Standard
78358,Standard
78359,Standard
78360,Standard
78361,Standard
78362,Standard
78363,Standard
78364,Standard
78365,Standard
78366,Standard
78367,Standard
78368,Good
78369,Good
78370,Good
78371,Good
78372,Good
78373,Good
78374,Good
78375,Good
78376,Standard
78377,Standard
78378,Standard
78379,Standard
78380,Standard
78381,Standard
78382,Standard
78383,Standard
78384,Standard
78385,Standard
78386,Standard
78387,Standard
78388,Standard
78389,Standard
78390,Standard
78391,Standard
78392,Good
78393,Good
78394,Good
78395,Good
78396,Good
78397,Good
78398,Good
78399,Good
78400,Bad
78401,Bad
78402,Bad
78403,Bad
78404,Bad
78405,Bad
78406,Bad
78407,Bad
78408,Standard
78409,Standard
78410,Standard
78411,Standard
78412,Standard
78413,Standard
78414,Standard
78415,Standard
78416,Standard
78417,Standard
78418,Standard
78419,Standard
78420,Standard
78421,Standard
78422,Standard
78423,Standard
78424,Standard
78425,Standard
78426,Standard
78427,Standard
78428,Standard
78429,Standard
78430,Standard
78431,Standard
78432,Standard
78433,Standard
78434,Standard
78435,Standard
78436,Standard
78437,Standard
78438,Standard
78439,Standard
78440,Good
78441,Good
78442,Good
78443,Good
78444,Good
78445,Good
78446,Good
78447,Good
78448,Bad
78449,Bad
78450,Bad
78451,Bad
78452,Bad
78453,Bad
78454,Bad
78455,Bad
78456,Standard
78457,Standard
78458,Standard
78459,Standard
78460,Standard
78461,Standard
78462,Standard
78463,Standard
78464,Standard
78465,Standard
78466,Standard
78467,Standard
78468,Standard
78469,Standard
78470,Standard
78471,Standard
78472,Standard
78473,Standard
78474,Standard
78475,Standard
78476,Standard
78477,Standard
78478,Standard
78479,Standard
78480,Standard
78481,Standard
78482,Standard
78483,Standard
78484,Standard
78485,Standard
78486,Standard
78487,Standard
78488,Good
78489,Good
78490,Good
78491,Good
78492,Good
78493,Good
78494,Good
78495,Good
78496,Good
78497,Good
78498,Good
78499,Good
78500,Good
78501,Good
78502,Good
78503,Good
78504,Standard
78505,Standard
78506,Standard
78507,Standard
78508,Standard
78509,Standard
78510,Standard
78511,Standard
78512,Good
78513,Good
78514,Good
78515,Good
78516,Good
78517,Good
78518,Good
78519,Good
78520,Bad
78521,Bad
78522,Bad
78523,Bad
78524,Bad
78525,Bad
78526,Bad
78527,Bad
78528,Standard
78529,Standard
78530,Standard
78531,Standard
78532,Standard
78533,Standard
78534,Standard
78535,Standard
78536,Bad
78537,Bad
78538,Bad
78539,Bad
78540,Bad
78541,Bad
78542,Bad
78543,Bad
78544,Standard
78545,Standard
78546,Standard
78547,Standard
78548,Standard
78549,Standard
78550,Standard
78551,Standard
78552,Bad
78553,Bad
78554,Bad
78555,Bad
78556,Bad
78557,Bad
78558,Bad
78559,Bad
78560,Standard
78561,Standard
78562,Standard
78563,Standard
78564,Standard
78565,Standard
78566,Standard
78567,Standard
78568,Bad
78569,Bad
78570,Bad
78571,Bad
78572,Bad
78573,Bad
78574,Bad
78575,Bad
78576,Standard
78577,Standard
78578,Standard
78579,Standard
78580,Standard
78581,Standard
78582,Standard
78583,Standard
78584,Bad
78585,Bad
78586,Bad
78587,Bad
78588,Bad
78589,Bad
78590,Bad
78591,Bad
78592,Standard
78593,Standard
78594,Standard
78595,Standard
78596,Standard
78597,Standard
78598,Standard
78599,Standard
78600,Good
78601,Good
78602,Good
78603,Good
78604,Good
78605,Good
78606,Good
78607,Good
78608,Standard
78609,Standard
78610,Standard
78611,Standard
78612,Standard
78613,Standard
78614,Standard
78615,Standard
78616,Good
78617,Good
78618,Good
78619,Good
78620,Good
78621,Good
78622,Good
78623,Good
78624,Good
78625,Good
78626,Good
78627,Good
78628,Good
78629,Good
78630,Good
78631,Good
78632,Good
78633,Good
78634,Good
78635,Good
78636,Good
78637,Good
78638,Good
78639,Good
78640,Bad
78641,Bad
78642,Bad
78643,Bad
78644,Bad
78645,Bad
78646,Bad
78647,Bad
78648,Standard
78649,Standard
78650,Standard
78651,Standard
78652,Standard
78653,Standard
78654,Standard
78655,Standard
78656,Bad
78657,Bad
78658,Bad
78659,Bad
78660,Bad
78661,Bad
78662,Bad
78663,Bad
78664,Bad
78665,Bad
78666,Bad
78667,Bad
78668,Bad
78669,Bad
78670,Bad
78671,Bad
78672,Good
78673,Good
78674,Good
78675,Good
78676,Good
78677,Good
78678,Good
78679,Good
78680,Good
78681,Good
78682,Good
78683,Good
78684,Good
78685,Good
78686,Good
78687,Good
78688,Bad
78689,Bad
78690,Bad
78691,Bad
78692,Bad
78693,Bad
78694,Bad
78695,Bad
78696,Bad
78697,Bad
78698,Bad
78699,Bad
78700,Bad
78701,Bad
78702,Bad
78703,Bad
78704,Good
78705,Good
78706,Good
78707,Good
78708,Good
78709,Good
78710,Good
78711,Good
78712,Good
78713,Good
78714,Good
78715,Good
78716,Good
78717,Good
78718,Good
78719,Good
78720,Standard
78721,Standard
78722,Standard
78723,Standard
78724,Standard
78725,Standard
78726,Standard
78727,Standard
78728,Standard
78729,Standard
78730,Standard
78731,Standard
78732,Standard
78733,Standard
78734,Standard
78735,Standard
78736,Standard
78737,Standard
78738,Standard
78739,Standard
78740,Standard
78741,Standard
78742,Standard
78743,Standard
78744,Bad
78745,Bad
78746,Bad
78747,Bad
78748,Bad
78749,Bad
78750,Bad
78751,Bad
78752,Standard
78753,Standard
78754,Standard
78755,Standard
78756,Standard
78757,Standard
78758,Standard
78759,Standard
78760,Good
78761,Good
78762,Good
78763,Good
78764,Good
78765,Good
78766,Good
78767,Good
78768,_
78769,_
78770,_
78771,_
78772,_
78773,_
78774,_
78775,_
78776,Good
78777,Good
78778,Good
78779,Good
78780,Good
78781,Good
78782,Good
78783,Good
78784,Standard
78785,Standard
78786,Standard
78787,Standard
78788,Standard
78789,Standard
78790,Standard
78791,Standard
78792,Standard
78793,Standard
78794,Standard
78795,Standard
78796,Standard
78797,Standard
78798,Standard
78799,Standard
78800,Standard
78801,Standard
78802,Standard
78803,Standard
78804,Standard
78805,Standard
78806,Standard
78807,Standard
78808,Standard
78809,Standard
78810,Standard
78811,Standard
78812,Standard
78813,Standard
78814,Standard
78815,Standard
78816,Bad
78817,Bad
78818,Bad
78819,Bad
78820,Bad
78821,Bad
78822,Bad
78823,Bad
78824,Bad
78825,Bad
78826,Bad
78827,Bad
78828,Bad
78829,Bad
78830,Bad
78831,Bad
78832,Standard
78833,Standard
78834,Standard
78835,Standard
78836,Standard
78837,Standard
78838,Standard
78839,Standard
78840,Standard
78841,Standard
78842,Standard
78843,Standard
78844,Standard
78845,Standard
78846,Standard
78847,Standard
78848,Good
78849,Good
78850,Good
78851,Good
78852,Good
78853,Good
78854,Good
78855,Good
78856,Standard
78857,Standard
78858,Standard
78859,Standard
78860,Standard
78861,Standard
78862,Standard
78863,Standard
78864,Standard
78865,Standard
78866,Standard
78867,Standard
78868,Standard
78869,Standard
78870,Standard
78871,Standard
78872,Standard
78873,Standard
78874,Standard
78875,Standard
78876,Standard
78877,Standard
78878,Standard
78879,Standard
78880,Standard
78881,Standard
78882,Standard
78883,Standard
78884,Standard
78885,Standard
78886,Standard
78887,Standard
78888,Bad
78889,Bad
78890,Bad
78891,Bad
78892,Bad
78893,Bad
78894,Bad
78895,Bad
78896,Standard
78897,Standard
78898,Standard
78899,Standard
78900,Standard
78901,Standard
78902,Standard
78903,Standard
78904,Bad
78905,Bad
78906,Bad
78907,Bad
78908,Bad
78909,Bad
78910,Bad
78911,Bad
78912,Standard
78913,Standard
78914,Standard
78915,Standard
78916,Standard
78917,Standard
78918,Standard
78919,Standard
78920,Standard
78921,Standard
78922,Standard
78923,Standard
78924,Standard
78925,Standard
78926,Standard
78927,Standard
78928,Good
78929,Good
78930,Good
78931,Good
78932,Good
78933,Good
78934,Good
78935,Good
78936,Good
78937,Good
78938,Good
78939,Good
78940,Good
78941,Good
78942,Good
78943,Good
78944,Standard
78945,Standard
78946,Standard
78947,Standard
78948,Standard
78949,Standard
78950,Standard
78951,Standard
78952,Standard
78953,Standard
78954,Standard
78955,Standard
78956,Standard
78957,Standard
78958,Standard
78959,Standard
78960,Standard
78961,Standard
78962,Standard
78963,Standard
78964,Standard
78965,Standard
78966,Standard
78967,Standard
78968,Standard
78969,Standard
78970,Standard
78971,Standard
78972,Standard
78973,Standard
78974,Standard
78975,Standard
78976,Standard
78977,Standard
78978,Standard
78979,Standard
78980,Standard
78981,Standard
78982,Standard
78983,Standard
78984,Standard
78985,Standard
78986,Standard
78987,Standard
78988,Standard
78989,Standard
78990,Standard
78991,Standard
78992,Standard
78993,Standard
78994,Standard
78995,Standard
78996,Standard
78997,Standard
78998,Standard
78999,Standard
79000,Bad
79001,Bad
79002,Bad
79003,Bad
79004,Bad
79005,Bad
79006,Bad
79007,Bad
79008,Good
79009,Good
79010,Good
79011,Good
79012,Good
79013,Good
79014,Good
79015,Good
79016,Standard
79017,Standard
79018,Standard
79019,Standard
79020,Standard
79021,Standard
79022,Standard
79023,Standard
79024,Bad
79025,Bad
79026,Bad
79027,Bad
79028,Bad
79029,Bad
79030,Bad
79031,Bad
79032,Standard
79033,Standard
79034,Standard
79035,Standard
79036,Standard
79037,Standard
79038,Standard
79039,Standard
79040,Standard
79041,Standard
79042,Standard
79043,Standard
79044,Standard
79045,Standard
79046,Standard
79047,Standard
79048,Good
79049,Good
79050,Good
79051,Good
79052,Good
79053,Good
79054,Good
79055,Good
79056,Standard
79057,Standard
79058,Standard
79059,Standard
79060,Standard
79061,Standard
79062,Standard
79063,Standard
79064,Bad
79065,Bad
79066,Bad
79067,Bad
79068,Bad
79069,Bad
79070,Bad
79071,Bad
79072,Standard
79073,Standard
79074,Standard
79075,Standard
79076,Standard
79077,Standard
79078,Standard
79079,Standard
79080,Standard
79081,Standard
79082,Standard
79083,Standard
79084,Standard
79085,Standard
79086,Standard
79087,Standard
79088,Standard
79089,Standard
79090,Standard
79091,Standard
79092,Standard
79093,Standard
79094,Standard
79095,Standard
79096,Good
79097,Good
79098,Good
79099,Good
79100,Good
79101,Good
79102,Good
79103,Good
79104,Good
79105,Good
79106,Good
79107,Good
79108,Good
79109,Good
79110,Good
79111,Good
79112,Standard
79113,Standard
79114,Standard
79115,Standard
79116,Standard
79117,Standard
79118,Standard
79119,Standard
79120,Good
79121,Good
79122,Good
79123,Good
79124,Good
79125,Good
79126,Good
79127,Good
79128,Bad
79129,Bad
79130,Bad
79131,Bad
79132,Bad
79133,Bad
79134,Bad
79135,Bad
79136,Standard
79137,Standard
79138,Standard
79139,Standard
79140,Standard
79141,Standard
79142,Standard
79143,Standard
79144,Bad
79145,Bad
79146,Bad
79147,Bad
79148,Bad
79149,Bad
79150,Bad
79151,Bad
